Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_10,Close_below_SMA_10,SMA_20,Close_below_SMA_20,SMA_50,Close_below_SMA_50,SMA_100,Close_below_SMA_100,SMA_150,Close_below_SMA_150,^HSI_Close,title_sc,supp_sc,Target_Price,BB_Price,BB_Count,Date,Short_Ratio,Short_Count,Short_Amount,Target_Price_Uplift,BB_Value,Close_over_BB,BB_Conf,Actual_High_Next_20_P,Predicted_High_Next_20_P,MAE_P,Type
2000-10-09 00:00:00,6.554,7.256,6.495,7.256,130364500,0.0,0,7.0571,0,6.9343,0,7.02384,0,7.613170000000009,1,7.6641733333333395,1,15693.5,,,,,,,,,,0.0,,0.0,,3.6,,,Train / Val
2000-10-10 00:00:00,7.227,7.52,7.11,7.168,89614400,0.0,0,7.0571,0,6.9343,0,7.02384,0,7.613170000000009,1,7.6641733333333395,1,15554.11,,,,,,,,,,0.0,,0.0,,2.1,,,Train / Val
2000-10-11 00:00:00,7.139,7.256,6.905,6.993,48606550,0.0,0,7.0571,1,6.9343,0,7.02384,1,7.613170000000009,1,7.6641733333333395,1,15127.0,,,,,,,,,,0.0,,0.0,,4.6,,,Train / Val
2000-10-12 00:00:00,7.022,7.315,6.905,7.285,46245000,0.0,0,7.0571,0,6.9343,0,7.02384,0,7.613170000000009,1,7.6641733333333395,1,15074.8,,,,,,,,,,0.0,,0.0,,-0.4,,,Train / Val
2000-10-13 00:00:00,7.051,7.256,6.964,7.139,52218500,0.0,0,7.0571,0,6.9343,0,7.02384,0,7.613170000000009,1,7.6641733333333395,1,14680.5,,,,,,,,,,0.0,,0.0,,2.5,,,Train / Val
2000-10-16 00:00:00,7.139,7.139,7.139,7.139,0,0.0,0,7.0571,0,6.9343,0,7.02384,0,7.613170000000009,1,7.6641733333333395,1,14973.4,,,,,,,,,,0.0,,0.0,,2.5,,,Train / Val
2000-10-17 00:00:00,7.051,7.081,6.934,7.022,14204700,0.0,0,7.0571,1,6.9343,0,7.02384,1,7.613170000000009,1,7.6641733333333395,1,14873.43,,,,,,,,,,0.0,,0.0,,4.2,,,Train / Val
2000-10-18 00:00:00,6.964,6.993,6.73,6.788,31362000,0.0,0,7.0571,1,6.9343,1,7.02384,1,7.613170000000009,1,7.6641733333333395,1,14458.52,,,,,,,,,,0.0,,0.0,,7.8,,,Train / Val
2000-10-19 00:00:00,6.788,6.876,6.495,6.876,24058000,0.0,0,7.0571,1,6.9343,1,7.02384,1,7.613170000000009,1,7.6641733333333395,1,14422.52,,,,,,,,,,0.0,,0.0,,6.4,,,Train / Val
2000-10-20 00:00:00,7.081,7.11,6.876,6.905,21449000,0.0,0,7.0571,1,6.9343,1,7.02384,1,7.613170000000009,1,7.6641733333333395,1,15044.53,,,,,,,,,,0.0,,0.0,,5.9,,,Train / Val
2000-10-23 00:00:00,6.934,6.964,6.788,6.847,8310000,0.0,0,7.0161999999999995,1,6.9343,1,7.02384,1,7.613170000000009,1,7.6641733333333395,1,15102.36,,,,,,,,,,0.0,,0.0,,6.8,,,Train / Val
